gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
LN209CM.CLT.AVL.201109.2239.0017.TFM,2020-11-10 00:55:37,36R,2020-11-10 00:55:37,,
N651BA.CAE.CLT.201109.1823.0118.TFM,2020-11-10 00:56:40,,,36R,2020-11-10 00:56:40
AAL130.ATL.CLT.201108.2313.0009.TFM,2020-11-10 00:59:27,,,36C,2020-11-10 00:59:27
JIA5536.GRR.CLT.201108.2218.0042.TFM,2020-11-10 01:01:29,,,36R,2020-11-10 01:01:29
RPA3523.EWR.CLT.201108.2323.0078.TFM,2020-11-10 01:03:47,,,36C,2020-11-10 01:03:47
N555VW.CLT.GMU.201109.1552.0049.TFM,2020-11-10 01:03:58,36R,2020-11-10 01:03:58,,
AAL2849.RDU.CLT.201108.2303.0097.TFM,2020-11-10 01:06:43,,,36R,2020-11-10 01:06:43
DAL1664.CLT.ATL.201109.0053.0115.TFM,2020-11-10 01:08:41,36C,2020-11-10 01:08:41,,
AAL2024.MIA.CLT.201108.2323.0127.TFM,2020-11-10 01:12:04,,,36C,2020-11-10 01:12:04
AAL350.CLT.ILM.201109.0103.0028.TFM,2020-11-10 01:14:18,36R,2020-11-10 01:14:18,,
AAL1164.CLT.MEM.201109.0103.0021.TFM,2020-11-10 01:14:33,36C,2020-11-10 01:14:33,,
RPA4515.CLT.HHH.201109.0108.0048.TFM,2020-11-10 01:16:44,36R,2020-11-10 01:16:44,,
JIA5107.CLT.GSP.201109.0103.0031.TFM,2020-11-10 01:17:33,36C,2020-11-10 01:17:33,,
JIA5483.CLT.DAY.201109.0103.0045.TFM,2020-11-10 01:18:32,36C,2020-11-10 01:18:32,,
AAL1460.CLT.MIA.201109.0103.0040.TFM,2020-11-10 01:18:45,36R,2020-11-10 01:18:45,,
AAL2583.IAH.CLT.201108.2148.0029.TFM,2020-11-10 01:19:41,,,36C,2020-11-10 01:19:41
PDT6206.CLT.SBY.201109.0108.0031.TFM,2020-11-10 01:20:09,36R,2020-11-10 01:20:09,,
AAL2602.CLT.DFW.201109.0108.0052.TFM,2020-11-10 01:21:52,36C,2020-11-10 01:21:52,,
JIA5553.CLT.ABE.201109.0108.0066.TFM,2020-11-10 01:22:41,36C,2020-11-10 01:22:41,,
AAL532.CLT.STL.201109.0108.0026.TFM,2020-11-10 01:23:48,36C,2020-11-10 01:23:48,,
LXJ360.DAL.CLT.201109.1736.0010.TFM,2020-11-10 01:23:58,,,36R,2020-11-10 01:23:58
DAL1678.ATL.CLT.201109.0038.0083.TFM,2020-11-10 01:25:33,,,36C,2020-11-10 01:25:33
JIA5163.CLT.PVD.201109.0113.0024.TFM,2020-11-10 01:25:58,36R,2020-11-10 01:25:58,,
AAL1294.CLT.PBI.201109.0113.0049.TFM,2020-11-10 01:26:54,36R,2020-11-10 01:26:54,,
AAL2818.PBI.CLT.201108.2228.0096.TFM,2020-11-10 01:27:04,,,36R,2020-11-10 01:27:04
JIA5510.CLT.DAB.201109.0113.0008.TFM,2020-11-10 01:28:47,36R,2020-11-10 01:28:47,,
N120CL.INT.CLT.201110.0035.0009.TFM,2020-11-10 01:28:53,,,36R,2020-11-10 01:28:53
ENY4193.CLT.CMI.201109.0108.0023.TFM,2020-11-10 01:30:03,36C,2020-11-10 01:30:03,,
AAL1843.CLT.RIC.201109.0113.0062.TFM,2020-11-10 01:30:36,36R,2020-11-10 01:30:36,,
RPA4873.CLT.SYR.201109.0113.0028.TFM,2020-11-10 01:31:02,36C,2020-11-10 01:31:02,,
AAL365.CLT.SRQ.201109.0123.0086.TFM,2020-11-10 01:31:39,36R,2020-11-10 01:31:39,,
RPA4709.CLT.ATW.201109.0108.0063.TFM,2020-11-10 01:31:45,36C,2020-11-10 01:31:45,,
PDT6182.CLT.MDT.201109.0103.0036.TFM,2020-11-10 01:32:37,36C,2020-11-10 01:32:37,,
AAL2799.CLT.BWI.201109.0123.0091.TFM,2020-11-10 01:32:56,36R,2020-11-10 01:32:56,,
JIA5185.CLT.GRR.201109.0103.0023.TFM,2020-11-10 01:33:21,36C,2020-11-10 01:33:21,,
AAL1938.CLT.ORF.201109.0123.0084.TFM,2020-11-10 01:34:04,36R,2020-11-10 01:34:04,,
JIA5201.CLT.ROC.201109.0108.0027.TFM,2020-11-10 01:34:07,36C,2020-11-10 01:34:07,,
JIA5098.CLT.SBN.201109.0108.0030.TFM,2020-11-10 01:34:56,36C,2020-11-10 01:34:56,,
JIA5169.CLT.AGS.201109.0118.0016.TFM,2020-11-10 01:35:09,36R,2020-11-10 01:35:09,,
JIA5634.CLT.TYS.201109.0113.0023.TFM,2020-11-10 01:35:52,36C,2020-11-10 01:35:52,,
JIA5666.CLT.PHF.201109.0118.0013.TFM,2020-11-10 01:36:09,36R,2020-11-10 01:36:09,,
JIA5531.CLT.FWA.201109.0113.0014.TFM,2020-11-10 01:36:46,36C,2020-11-10 01:36:46,,
JIA5499.CLT.CAE.201109.0113.0013.TFM,2020-11-10 01:37:13,36R,2020-11-10 01:37:13,,
JIA5022.CLT.BHM.201109.0113.0015.TFM,2020-11-10 01:37:45,36C,2020-11-10 01:37:45,,
AAL2246.CLT.GSO.201109.0123.0078.TFM,2020-11-10 01:38:10,36R,2020-11-10 01:38:10,,
JIA5117.CLT.FNT.201109.0108.0069.TFM,2020-11-10 01:38:45,36C,2020-11-10 01:38:45,,
AAL2198.CLT.DCA.201109.0123.0088.TFM,2020-11-10 01:39:08,36R,2020-11-10 01:39:08,,
RPA4638.CLT.ALB.201109.0128.0025.TFM,2020-11-10 01:40:00,36R,2020-11-10 01:40:00,,
RPA4636.CLT.IND.201109.0118.0044.TFM,2020-11-10 01:40:15,36C,2020-11-10 01:40:15,,
AAL1749.CLT.PIT.201109.0113.0061.TFM,2020-11-10 01:41:14,36C,2020-11-10 01:41:14,,
AAL2089.CLT.LGA.201109.0128.0095.TFM,2020-11-10 01:41:44,36R,2020-11-10 01:41:44,,
AAL2088.CLT.LAS.201109.0123.0082.TFM,2020-11-10 01:42:12,36C,2020-11-10 01:42:12,,
AAL810.CLT.JFK.201109.0128.0084.TFM,2020-11-10 01:42:50,36R,2020-11-10 01:42:50,,
SWA6946.DAL.CLT.201108.2333.0093.TFM,2020-11-10 01:43:02,,,36C,2020-11-10 01:43:02
AAL1459.CLT.BOS.201109.0123.0083.TFM,2020-11-10 01:44:09,36R,2020-11-10 01:44:09,,
JIA5465.CLT.AVL.201109.0123.0062.TFM,2020-11-10 01:44:29,36C,2020-11-10 01:44:29,,
AAL1685.CLT.CHS.201109.0128.0088.TFM,2020-11-10 01:45:08,36R,2020-11-10 01:45:08,,
AAL2257.CLT.ORD.201109.0118.0023.TFM,2020-11-10 01:45:25,36C,2020-11-10 01:45:25,,
AAL2803.CLT.MCO.201109.0128.0096.TFM,2020-11-10 01:46:10,36R,2020-11-10 01:46:10,,
AAL1428.CLT.DEN.201109.0128.0102.TFM,2020-11-10 01:46:25,36C,2020-11-10 01:46:25,,
JIA5346.CLT.LEX.201109.0128.0026.TFM,2020-11-10 01:47:09,36C,2020-11-10 01:47:09,,
PDT6105.CLT.ROA.201109.0123.0050.TFM,2020-11-10 01:47:26,36R,2020-11-10 01:47:26,,
RPA4546.CLT.CMH.201109.0103.0039.TFM,2020-11-10 01:48:05,36C,2020-11-10 01:48:05,,
AAL2004.CLT.JAX.201109.0133.0041.TFM,2020-11-10 01:48:33,36R,2020-11-10 01:48:33,,
RPA4863.CLT.SDF.201109.0128.0081.TFM,2020-11-10 01:48:58,36C,2020-11-10 01:48:58,,
JIA5032.CLT.SAV.201109.0128.0036.TFM,2020-11-10 01:49:34,36R,2020-11-10 01:49:34,,
N567MC.CLT.SUA.201109.1352.0034.TFM,2020-11-10 01:49:45,36C,2020-11-10 01:49:45,,
AAL1645.CLT.RDU.201109.0133.0069.TFM,2020-11-10 01:50:44,36R,2020-11-10 01:50:44,,
JIA5540.CLT.FSD.201109.0128.0024.TFM,2020-11-10 01:51:13,36C,2020-11-10 01:51:13,,
JIA5152.CLT.HPN.201109.0138.0058.TFM,2020-11-10 01:51:39,36R,2020-11-10 01:51:39,,
N303CM.CCA.CLT.201109.2204.0020.TMA,2020-11-10 01:52:15,,,36R,2020-11-10 01:52:15
JIA5406.CLT.CHA.201109.0138.0057.TFM,2020-11-10 01:52:22,36C,2020-11-10 01:52:22,,
JIA5225.CLT.BTV.201109.0133.0017.TFM,2020-11-10 01:53:31,36C,2020-11-10 01:53:31,,
AAL2223.CLT.FLL.201109.0133.0043.TFM,2020-11-10 01:53:57,36R,2020-11-10 01:53:57,,
JIA5259.CLT.CVG.201109.0128.0029.TFM,2020-11-10 01:54:15,36C,2020-11-10 01:54:15,,
AAL2375.CLT.PWM.201109.0138.0099.TFM,2020-11-10 01:54:58,36R,2020-11-10 01:54:58,,
RPA4839.CLT.CLE.201109.0138.0049.TFM,2020-11-10 01:55:10,36C,2020-11-10 01:55:10,,
JIA5318.CLT.IAD.201109.0133.0028.TFM,2020-11-10 01:55:53,36R,2020-11-10 01:55:53,,
JIA5673.CLT.MSN.201109.0128.0034.TFM,2020-11-10 01:56:00,36C,2020-11-10 01:56:00,,
RPA4665.CLT.BUF.201109.0138.0076.TFM,2020-11-10 01:56:43,36C,2020-11-10 01:56:43,,
AAL2677.CLT.ATL.201109.0143.0082.TFM,2020-11-10 01:57:39,36C,2020-11-10 01:57:39,,
JIA5664.CLT.OAJ.201109.0143.0012.TFM,2020-11-10 01:57:44,36R,2020-11-10 01:57:44,,
AAL1672.CLT.TPA.201109.0143.0063.TFM,2020-11-10 01:58:47,36C,2020-11-10 01:58:47,,
AAL85.CLT.MYR.201109.0148.0091.TFM,2020-11-10 01:58:51,36R,2020-11-10 01:58:51,,
JIA5183.CLT.ERI.201109.0128.0030.TFM,2020-11-10 01:59:24,36C,2020-11-10 01:59:24,,
JIA5333.CLT.EWN.201109.0143.0023.TFM,2020-11-10 02:00:14,36R,2020-11-10 02:00:14,,
AAL1011.CLT.MSY.201109.0148.0077.TFM,2020-11-10 02:00:30,36C,2020-11-10 02:00:30,,
PDT6107.CLT.EVV.201109.0143.0019.TFM,2020-11-10 02:01:28,36C,2020-11-10 02:01:28,,
PDT6052.CLT.TOL.201109.0133.0016.TFM,2020-11-10 02:03:48,36C,2020-11-10 02:03:48,,
RPA5792.LGA.CLT.201109.0023.0050.TFM,2020-11-10 02:04:05,,,36C,2020-11-10 02:04:05
N204P.MEM.CLT.201109.2230.0023.TMA,2020-11-10 02:05:46,,,36R,2020-11-10 02:05:46
AAL2794.CLT.EWR.201109.0133.0060.TFM,2020-11-10 02:08:12,36R,2020-11-10 02:08:12,,
RPA3496.ORD.CLT.201109.0008.0061.TFM,2020-11-10 02:08:29,,,36C,2020-11-10 02:08:29
AAL435.CLT.BNA.201109.0203.0066.TFM,2020-11-10 02:14:16,36C,2020-11-10 02:14:16,,
AAL777.ORD.CLT.201109.0033.0026.TFM,2020-11-10 02:16:28,,,36C,2020-11-10 02:16:28
AAL1784.CLT.PHL.201109.0123.0087.TFM,2020-11-10 02:21:11,36R,2020-11-10 02:21:11,,
JIA5579.CLT.FAY.201109.0143.0025.TFM,2020-11-10 02:23:46,36R,2020-11-10 02:23:46,,
JIA5399.CLT.MKE.201109.0138.0077.TFM,2020-11-10 02:25:33,36C,2020-11-10 02:25:33,,
N142JS.IAD.CLT.201109.2224.0023.TMA,2020-11-10 02:27:26,,,36R,2020-11-10 02:27:26
UPS1285.CLT.SDF.201109.1125.0011.TFM,2020-11-10 02:28:59,36R,2020-11-10 02:28:59,,
AAL2056.CLT.BDL.201109.0133.0063.TFM,2020-11-10 02:33:51,36R,2020-11-10 02:33:51,,
JIA5200.CVG.CLT.201108.2023.0127.TFM,2020-11-10 02:38:33,,,36R,2020-11-10 02:38:33
UPS1283.CLT.PHL.201109.1130.0027.TFM,2020-11-10 02:44:10,36R,2020-11-10 02:44:10,,
EDV4690.DTW.CLT.201109.0128.0058.TFM,2020-11-10 03:00:18,,,36L,2020-11-10 03:00:18
AAL793.PHL.CLT.201109.0128.0093.TFM,2020-11-10 03:04:43,,,36R,2020-11-10 03:04:43
N194MF.CLT.ZRH.201109.1322.0008.TFM,2020-11-10 03:07:24,36R,2020-11-10 03:07:24,,
FDX1243.CLT.MEM.201109.0430.0009.TFM,2020-11-10 03:14:51,36R,2020-11-10 03:14:51,,
JIA5579.CLT.FAY.201109.0143.0025.TFM,2020-11-10 03:31:08,,,36R,2020-11-10 03:31:08
FDX1635.CLT.IND.201109.0500.0008.TFM,2020-11-10 03:43:14,36R,2020-11-10 03:43:14,,
EDV5170.MSP.CLT.201109.0153.0073.TFM,2020-11-10 04:04:45,,,36R,2020-11-10 04:04:45
DAL1726.ATL.CLT.201109.0258.0018.TFM,2020-11-10 04:09:49,,,36R,2020-11-10 04:09:49
DAL878.SLC.CLT.201109.0023.0090.TFM,2020-11-10 04:12:18,,,36R,2020-11-10 04:12:18
AAL1739.MIA.CLT.201109.0223.0025.TFM,2020-11-10 04:29:02,,,36R,2020-11-10 04:29:02
SKW5485.DEN.CLT.201109.0038.0017.TFM,2020-11-10 04:30:40,,,36R,2020-11-10 04:30:40
LN209CM.RDU.CLT.201110.0333.0003.TFM,2020-11-10 05:39:20,,,36R,2020-11-10 05:39:20
ABX3113.ILN.CLT.201110.0429.0002.TFM,2020-11-10 07:02:14,,,36R,2020-11-10 07:02:14
UPS1284.PHL.CLT.201109.1716.0015.TFM,2020-11-10 10:16:40,,,36R,2020-11-10 10:16:40
ABX3114.CLT.CVG.201110.0923.0022.TFM,2020-11-10 10:37:23,36R,2020-11-10 10:37:23,,
FDX1729.IND.CLT.201109.1030.0011.TFM,2020-11-10 10:44:49,,,36R,2020-11-10 10:44:49
UPS1286.SDF.CLT.201109.1820.0021.TFM,2020-11-10 10:47:00,,,36R,2020-11-10 10:47:00
DAL1719.CLT.ATL.201109.1053.0032.TFM,2020-11-10 11:07:04,36C,2020-11-10 11:07:04,,
DAL2039.CLT.DTW.201109.1053.0086.TFM,2020-11-10 11:08:22,36C,2020-11-10 11:08:22,,
FDX1492.MEM.CLT.201109.1030.0041.TFM,2020-11-10 11:21:55,,,36R,2020-11-10 11:21:55
N939HE.CLT.CHA.201110.0151.0017.TFM,2020-11-10 11:50:49,36R,2020-11-10 11:50:49,,
RPA3512.CLT.ORD.201109.1138.0022.TFM,2020-11-10 11:58:55,36C,2020-11-10 11:58:55,,
AAL525.LAS.CLT.201109.0823.0017.TFM,2020-11-10 12:07:59,,,36C,2020-11-10 12:07:59
UAL203.CLT.IAH.201109.1153.0114.TFM,2020-11-10 12:09:38,36C,2020-11-10 12:09:38,,
AAL599.PHX.CLT.201109.0843.0002.TFM,2020-11-10 12:11:05,,,36C,2020-11-10 12:11:05
SWA2730.CLT.DEN.201109.1153.0191.TFM,2020-11-10 12:13:06,36C,2020-11-10 12:13:06,,
JIA5149.AVL.CLT.201109.1143.0046.TFM,2020-11-10 12:19:26,,,36L,2020-11-10 12:19:26
PDT6159.TRI.CLT.201109.1143.0013.TFM,2020-11-10 12:21:01,,,36L,2020-11-10 12:21:01
AAL937.MYR.CLT.201109.1143.0033.TFM,2020-11-10 12:23:16,,,36R,2020-11-10 12:23:16
AAL153.ATL.CLT.201109.1133.0006.TFM,2020-11-10 12:23:25,,,36L,2020-11-10 12:23:25
JIA5398.FAY.CLT.201109.1143.0053.TFM,2020-11-10 12:25:31,,,36R,2020-11-10 12:25:31
JIA5656.AGS.CLT.201109.1143.0038.TFM,2020-11-10 12:26:32,,,36L,2020-11-10 12:26:32
AAL848.ORF.CLT.201109.1123.0064.TFM,2020-11-10 12:27:52,,,36R,2020-11-10 12:27:52
AAL707.LAX.CLT.201109.0743.0003.TFM,2020-11-10 12:28:06,,,36L,2020-11-10 12:28:06
PDT6095.TOL.CLT.201109.1108.0007.TFM,2020-11-10 12:29:59,,,36L,2020-11-10 12:29:59
DAL2858.CLT.ATL.201109.1218.0022.TFM,2020-11-10 12:30:23,36C,2020-11-10 12:30:23,,
AAL2020.TPA.CLT.201109.1108.0024.TFM,2020-11-10 12:31:12,,,36R,2020-11-10 12:31:12
RPA5652.CLT.LGA.201109.1153.0071.TFM,2020-11-10 12:31:22,36C,2020-11-10 12:31:22,,
AAL1873.JAX.CLT.201109.1133.0011.TFM,2020-11-10 12:31:25,,,36L,2020-11-10 12:31:25
AAL2245.RIC.CLT.201109.1128.0014.TFM,2020-11-10 12:32:49,,,36R,2020-11-10 12:32:49
AAL2178.MCO.CLT.201109.1108.0034.TFM,2020-11-10 12:34:24,,,36R,2020-11-10 12:34:24
EJA584.CLT.BNA.201110.0618.0009.TFM,2020-11-10 12:35:26,36C,2020-11-10 12:35:26,,
AAL2252.CLE.CLT.201109.1108.0038.TFM,2020-11-10 12:35:40,,,36L,2020-11-10 12:35:40
JIA5105.ABE.CLT.201109.1108.0021.TFM,2020-11-10 12:36:04,,,36R,2020-11-10 12:36:04
N121CL.CLT.FTY.201110.0251.0083.TFM,2020-11-10 12:36:43,36C,2020-11-10 12:36:43,,
JIA5195.CRW.CLT.201109.1143.0051.TFM,2020-11-10 12:37:07,,,36L,2020-11-10 12:37:07
JIA5490.ILM.CLT.201109.1143.0032.TFM,2020-11-10 12:37:36,,,36R,2020-11-10 12:37:36
JIA5347.SBN.CLT.201109.1108.0022.TFM,2020-11-10 12:38:41,,,36L,2020-11-10 12:38:41
AAL2493.EWR.CLT.201109.1103.0034.TFM,2020-11-10 12:39:54,,,36R,2020-11-10 12:39:54
AAL636.SRQ.CLT.201109.1108.0025.TFM,2020-11-10 12:40:04,,,36L,2020-11-10 12:40:04
JIA5234.DAY.CLT.201109.1128.0015.TFM,2020-11-10 12:41:28,,,36L,2020-11-10 12:41:28
JIA5452.AVP.CLT.201109.1108.0026.TFM,2020-11-10 12:41:48,,,36R,2020-11-10 12:41:48
JIA5221.LEX.CLT.201109.1138.0027.TFM,2020-11-10 12:43:01,,,36L,2020-11-10 12:43:01
JIA5441.SAV.CLT.201109.1143.0066.TFM,2020-11-10 12:43:42,,,36R,2020-11-10 12:43:42
JIA5116.FNT.CLT.201109.1103.0032.TFM,2020-11-10 12:44:20,,,36L,2020-11-10 12:44:20
JIA5036.OAJ.CLT.201109.1143.0060.TFM,2020-11-10 12:45:17,,,36R,2020-11-10 12:45:17
AAL1886.SEA.CLT.201109.0743.0005.TFM,2020-11-10 12:45:39,,,36L,2020-11-10 12:45:39
AAL1982.FLL.CLT.201109.1058.0018.TFM,2020-11-10 12:47:15,,,36L,2020-11-10 12:47:15
JIA5097.HPN.CLT.201109.1113.0012.TFM,2020-11-10 12:47:18,,,36R,2020-11-10 12:47:18
RPA4666.BUF.CLT.201109.1103.0011.TFM,2020-11-10 12:48:54,,,36L,2020-11-10 12:48:54
AAL2670.BWI.CLT.201109.1118.0020.TFM,2020-11-10 12:49:49,,,36R,2020-11-10 12:49:49
JIA5657.CHA.CLT.201109.1143.0037.TFM,2020-11-10 12:50:29,,,36L,2020-11-10 12:50:29
AAL2643.JFK.CLT.201109.1118.0016.TFM,2020-11-10 12:51:23,,,36R,2020-11-10 12:51:23
JIA5072.TYS.CLT.201109.1153.0177.TFM,2020-11-10 12:51:47,,,36L,2020-11-10 12:51:47
AAL89.PBI.CLT.201109.1113.0017.TFM,2020-11-10 12:53:01,,,36R,2020-11-10 12:53:01
RPA4637.SYR.CLT.201109.1053.0044.TFM,2020-11-10 12:53:05,,,36L,2020-11-10 12:53:05
AAL1731.CHS.CLT.201109.1143.0034.TFM,2020-11-10 12:54:32,,,36R,2020-11-10 12:54:32
JIA5410.CAE.CLT.201109.1208.0046.TFM,2020-11-10 12:54:47,,,36L,2020-11-10 12:54:47
PDT6102.MDT.CLT.201109.1113.0024.TFM,2020-11-10 12:56:05,,,36R,2020-11-10 12:56:05
RPA4832.PIT.CLT.201109.1138.0013.TFM,2020-11-10 12:56:37,,,36L,2020-11-10 12:56:37
AAL683.RDU.CLT.201109.1153.0200.TFM,2020-11-10 12:58:06,,,36R,2020-11-10 12:58:06
EDV5053.CLT.MSP.201109.1243.0023.TFM,2020-11-10 12:59:06,36C,2020-11-10 12:59:06,,
JIA5302.GNV.CLT.201109.1143.0048.TFM,2020-11-10 12:59:07,,,36L,2020-11-10 12:59:07
FDX816.CLT.MEM.201109.1400.0012.TFM,2020-11-10 13:00:10,36R,2020-11-10 13:00:10,,
JIA5049.CHO.CLT.201109.1143.0024.TFM,2020-11-10 13:00:54,,,36R,2020-11-10 13:00:54
JIA5495.CAK.CLT.201109.1138.0018.TFM,2020-11-10 13:01:01,,,36L,2020-11-10 13:01:01
RPA4713.SDF.CLT.201109.1143.0011.TFM,2020-11-10 13:02:32,,,36L,2020-11-10 13:02:32
AAL1809.PHL.CLT.201109.1113.0028.TFM,2020-11-10 13:02:50,,,36R,2020-11-10 13:02:50
PDT6030.SBY.CLT.201109.1123.0035.TFM,2020-11-10 13:04:30,,,36R,2020-11-10 13:04:30
DAL794.CLT.SLC.201109.1248.0020.TFM,2020-11-10 13:05:13,36C,2020-11-10 13:05:13,,
JIA5092.GRR.CLT.201109.1113.0016.TFM,2020-11-10 13:05:30,,,36L,2020-11-10 13:05:30
JIA5511.DAB.CLT.201109.1133.0017.TFM,2020-11-10 13:06:30,,,36R,2020-11-10 13:06:30
AAL2527.ORD.CLT.201109.1123.0053.TFM,2020-11-10 13:06:49,,,36L,2020-11-10 13:06:49
AAL359.BOS.CLT.201109.1053.0084.TFM,2020-11-10 13:07:43,,,36R,2020-11-10 13:07:43
AAL342.MIA.CLT.201109.1118.0012.TFM,2020-11-10 13:08:14,,,36L,2020-11-10 13:08:14
RPA4855.HHH.CLT.201109.1143.0012.TFM,2020-11-10 13:09:25,,,36R,2020-11-10 13:09:25
AAL2929.BNA.CLT.201109.1153.0213.TFM,2020-11-10 13:09:34,,,36L,2020-11-10 13:09:34
AAL628.LGA.CLT.201109.1123.0063.TFM,2020-11-10 13:10:38,,,36R,2020-11-10 13:10:38
RPA4679.IND.CLT.201109.1133.0009.TFM,2020-11-10 13:10:52,,,36L,2020-11-10 13:10:52
AAL400.DCA.CLT.201109.1143.0035.TFM,2020-11-10 13:12:01,,,36R,2020-11-10 13:12:01
JIA5058.GSP.CLT.201109.1223.0035.TFM,2020-11-10 13:12:16,,,36L,2020-11-10 13:12:16
RPA3533.CLT.EWR.201109.1258.0060.TFM,2020-11-10 13:12:46,36C,2020-11-10 13:12:46,,
PDT6125.ROA.CLT.201109.1143.0036.TFM,2020-11-10 13:13:20,,,36R,2020-11-10 13:13:20
JIA5612.ROC.CLT.201109.1108.0011.TFM,2020-11-10 13:13:33,,,36L,2020-11-10 13:13:33
JIA5388.EWN.CLT.201109.1143.0049.TFM,2020-11-10 13:14:40,,,36R,2020-11-10 13:14:40
RPA4849.CMH.CLT.201109.1143.0010.TFM,2020-11-10 13:15:00,,,36L,2020-11-10 13:15:00
JIA5627.PHF.CLT.201109.1143.0043.TFM,2020-11-10 13:15:56,,,36R,2020-11-10 13:15:56
RPA4893.MEM.CLT.201109.1143.0014.TFM,2020-11-10 13:16:22,,,36L,2020-11-10 13:16:22
PDT6072.LYH.CLT.201109.1143.0042.TFM,2020-11-10 13:17:04,,,36R,2020-11-10 13:17:04
JIA5591.BHM.CLT.201109.1153.0175.TFM,2020-11-10 13:17:29,,,36L,2020-11-10 13:17:29
JIA5080.HSV.CLT.201109.1148.0019.TFM,2020-11-10 13:18:55,,,36L,2020-11-10 13:18:55
AAL2765.GSO.CLT.201109.1208.0057.TFM,2020-11-10 13:19:18,,,36R,2020-11-10 13:19:18
N55EA.CAE.CLT.201109.2351.0108.TFM,2020-11-10 13:21:08,,,36R,2020-11-10 13:21:08
EJA698.ORL.CLT.201109.1158.0055.TFM,2020-11-10 13:23:14,,,36R,2020-11-10 13:23:14
FDX3640.CLT.IND.201109.1430.0034.TFM,2020-11-10 13:33:28,36R,2020-11-10 13:33:28,,
SKW5604.CLT.DEN.201109.1323.0094.TFM,2020-11-10 13:44:08,36C,2020-11-10 13:44:08,,
SWA2247.CLT.BWI.201109.1333.0030.TFM,2020-11-10 13:45:20,36C,2020-11-10 13:45:20,,
JIA5104.YYZ.CLT.201109.1208.0053.TFM,2020-11-10 13:53:52,,,36R,2020-11-10 13:53:52
N183CM.ROG.CLT.201110.0052.0054.TFM,2020-11-10 13:55:27,,,36R,2020-11-10 13:55:27
DAL1680.ATL.CLT.201109.1303.0027.TFM,2020-11-10 13:57:22,,,36L,2020-11-10 13:57:22
UPS5541.ATL.CLT.201109.2206.0011.TFM,2020-11-10 13:59:31,,,36R,2020-11-10 13:59:31
JIA5150.BTV.CLT.201109.1203.0039.TFM,2020-11-10 14:01:55,,,36R,2020-11-10 14:01:55
LJY58.LBE.CLT.201110.0152.0050.TFM,2020-11-10 14:04:14,,,36R,2020-11-10 14:04:14
JIA9947.DAY.CLT.201110.0206.0010.TFM_TFDM,2020-11-10 14:07:04,,,36R,2020-11-10 14:07:04
AAL620.CLT.BDL.201109.1358.0074.TFM,2020-11-10 14:08:52,36R,2020-11-10 14:08:52,,
N733P.CLT.HAI.201110.0138.0112.TFM,2020-11-10 14:10:22,36R,2020-11-10 14:10:22,,
JIA5642.CLT.ILM.201109.1358.0023.TFM,2020-11-10 14:11:37,36R,2020-11-10 14:11:37,,
JIA5555.JAN.CLT.201109.1253.0156.TFM,2020-11-10 14:12:28,,,36R,2020-11-10 14:12:28
AAL2206.CLT.ORD.201109.1403.0083.TFM,2020-11-10 14:13:08,36C,2020-11-10 14:13:08,,
N940JF.CLT.DCU.201110.1138.0048.TMA,2020-11-10 14:14:02,36R,2020-11-10 14:14:02,,
AAL2073.JAX.CLT.201109.1318.0052.TFM,2020-11-10 14:14:36,,,36L,2020-11-10 14:14:36
AAL1732.CLT.RSW.201109.1403.0072.TFM,2020-11-10 14:15:13,36R,2020-11-10 14:15:13,,
VTE3401.BKW.CLT.201109.1353.0030.TFM,2020-11-10 14:16:09,,,36L,2020-11-10 14:16:09
JIA5519.CLT.IAD.201109.1358.0034.TFM,2020-11-10 14:16:10,36R,2020-11-10 14:16:10,,
AAL876.FLL.CLT.201109.1238.0031.TFM,2020-11-10 14:17:17,,,36L,2020-11-10 14:17:17
AAL2633.CLT.DCA.201109.1408.0100.TFM,2020-11-10 14:17:42,36R,2020-11-10 14:17:42,,
AAL1950.CLT.STL.201109.1403.0080.TFM,2020-11-10 14:18:01,36C,2020-11-10 14:18:01,,
RPA4919.CLT.ALB.201109.1408.0034.TFM,2020-11-10 14:18:45,36R,2020-11-10 14:18:45,,
AAL1894.STL.CLT.201109.1253.0176.TFM,2020-11-10 14:18:54,,,36L,2020-11-10 14:18:54
JIA5571.CLT.GNV.201109.1358.0027.TFM,2020-11-10 14:19:25,36C,2020-11-10 14:19:25,,
JIA5381.CLT.MHT.201109.1403.0022.TFM,2020-11-10 14:20:01,36R,2020-11-10 14:20:01,,
AAL706.RSW.CLT.201109.1253.0220.TFM,2020-11-10 14:20:11,,,36L,2020-11-10 14:20:11
AAL489.CLT.LAX.201109.1403.0076.TFM,2020-11-10 14:21:01,36C,2020-11-10 14:21:01,,
AAL2452.CLT.STT.201109.1418.0064.TFM,2020-11-10 14:21:02,36R,2020-11-10 14:21:02,,
AAL768.PIT.CLT.201109.1308.0055.TFM,2020-11-10 14:21:29,,,36L,2020-11-10 14:21:29
JIA5698.CLT.YYZ.201109.1403.0019.TFM,2020-11-10 14:21:56,36C,2020-11-10 14:21:56,,
AAL1575.EWR.CLT.201109.1248.0022.TFM,2020-11-10 14:22:05,,,36R,2020-11-10 14:22:05
JIA5437.SRQ.CLT.201109.1253.0157.TFM,2020-11-10 14:22:36,,,36L,2020-11-10 14:22:36
